date,sub_region_1,sub_region_2,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,total_cases,total_deaths,new_cases,new_deaths,political_preference,population,area,pop_dens
2020-02-22,California,Yolo County,5,3,41,17,3,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-02-23,California,Yolo County,13,13,64,27,3,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-02-24,California,Yolo County,1,-5,20,7,4,0,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-02-25,California,Yolo County,3,1,43,7,3,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-02-26,California,Yolo County,6,4,32,4,1,0,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-02-27,California,Yolo County,6,3,30,9,1,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-02-28,California,Yolo County,5,3,30,8,3,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-02-29,California,Yolo County,6,7,32,9,2,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-01,California,Yolo County,12,15,22,13,2,0,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-02,California,Yolo County,4,1,11,4,4,0,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-03,California,Yolo County,9,5,72,11,3,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-04,California,Yolo County,6,2,43,6,2,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-05,California,Yolo County,5,3,35,5,1,-1,0,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-06,California,Yolo County,3,-2,32,4,1,1,1,0,1,0,Democrat,221270,1012,218.646245059289
2020-03-07,California,Yolo County,2,-2,4,3,2,2,1,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-08,California,Yolo County,5,5,19,10,3,1,1,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-09,California,Yolo County,4,-1,36,5,2,1,1,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-10,California,Yolo County,6,3,60,5,1,0,1,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-11,California,Yolo County,4,2,45,-2,-3,1,1,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-12,California,Yolo County,6,12,37,-3,-4,2,1,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-13,California,Yolo County,3,16,29,-9,-4,3,1,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-14,California,Yolo County,-8,8,-41,-10,-4,6,2,0,1,0,Democrat,221270,1012,218.646245059289
2020-03-15,California,Yolo County,-12,11,-31,-12,-7,6,2,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-16,California,Yolo County,-4,14,-26,-20,-25,11,2,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-17,California,Yolo County,-14,12,18,-12,-32,13,4,0,2,0,Democrat,221270,1012,218.646245059289
2020-03-18,California,Yolo County,-21,7,-12,-22,-39,16,4,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-19,California,Yolo County,-30,-1,22,-26,-45,18,5,0,1,0,Democrat,221270,1012,218.646245059289
2020-03-20,California,Yolo County,-39,-15,18,-28,-47,21,5,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-21,California,Yolo County,-44,-15,6,-23,-31,14,6,0,1,0,Democrat,221270,1012,218.646245059289
2020-03-22,California,Yolo County,-45,-22,20,-27,-34,12,6,0,0,0,Democrat,221270,1012,218.646245059289
2020-03-23,California,Yolo County,-36,-21,-3,-34,-50,20,6,1,0,1,Democrat,221270,1012,218.646245059289
2020-03-24,California,Yolo County,-39,-22,-14,-35,-52,22,8,1,2,0,Democrat,221270,1012,218.646245059289
2020-03-25,California,Yolo County,-38,-23,-3,-37,-53,22,10,1,2,0,Democrat,221270,1012,218.646245059289
2020-03-26,California,Yolo County,-37,-18,17,-32,-53,21,11,1,1,0,Democrat,221270,1012,218.646245059289
2020-03-27,California,Yolo County,-40,-20,16,-37,-51,23,13,1,2,0,Democrat,221270,1012,218.646245059289
2020-03-28,California,Yolo County,-46,-27,-40,-40,-38,16,16,1,3,0,Democrat,221270,1012,218.646245059289
2020-03-29,California,Yolo County,-43,-23,2,-34,-37,13,16,1,0,0,Democrat,221270,1012,218.646245059289
2020-03-30,California,Yolo County,-36,-21,3,-32,-51,20,16,1,0,0,Democrat,221270,1012,218.646245059289
2020-03-31,California,Yolo County,-33,-13,30,-30,-55,21,24,1,8,0,Democrat,221270,1012,218.646245059289
2020-04-01,California,Yolo County,-33,-11,13,-32,-53,21,25,1,1,0,Democrat,221270,1012,218.646245059289
2020-04-02,California,Yolo County,-35,-15,9,-36,-54,21,28,1,3,0,Democrat,221270,1012,218.646245059289
2020-04-03,California,Yolo County,-37,-13,15,-38,-52,23,33,1,5,0,Democrat,221270,1012,218.646245059289
2020-04-04,California,Yolo County,-48,-26,-61,-40,-41,18,37,1,4,0,Democrat,221270,1012,218.646245059289
2020-04-05,California,Yolo County,-51,-28,-48,-47,-43,16,37,1,0,0,Democrat,221270,1012,218.646245059289
2020-04-06,California,Yolo County,-39,-20,-30,-39,-54,23,37,1,0,0,Democrat,221270,1012,218.646245059289
2020-04-07,California,Yolo County,-36,-16,17,-31,-55,21,50,1,13,0,Democrat,221270,1012,218.646245059289
2020-04-08,California,Yolo County,-39,-16,-6,-36,-55,22,56,2,6,1,Democrat,221270,1012,218.646245059289
2020-04-09,California,Yolo County,-39,-16,-1,-37,-56,23,67,2,11,0,Democrat,221270,1012,218.646245059289
2020-04-10,California,Yolo County,-40,-16,13,-41,-55,24,71,3,4,1,Democrat,221270,1012,218.646245059289
2020-04-11,California,Yolo County,-41,-9,-9,-30,-38,15,75,3,4,0,Democrat,221270,1012,218.646245059289
2020-04-12,California,Yolo County,-58,-31,-4,-44,-41,13,88,3,13,0,Democrat,221270,1012,218.646245059289
2020-04-13,California,Yolo County,-39,-24,-6,-40,-52,21,93,3,5,0,Democrat,221270,1012,218.646245059289
2020-04-14,California,Yolo County,-36,-21,18,-36,-53,21,101,4,8,1,Democrat,221270,1012,218.646245059289
2020-04-15,California,Yolo County,-43,-17,2,-40,-51,21,102,4,1,0,Democrat,221270,1012,218.646245059289
2020-04-16,California,Yolo County,-53,-17,1,-37,-52,21,116,7,14,3,Democrat,221270,1012,218.646245059289
2020-04-17,California,Yolo County,-55,-20,0,-42,-50,23,125,7,9,0,Democrat,221270,1012,218.646245059289
2020-04-18,California,Yolo County,-54,-14,-6,-35,-33,14,126,8,1,1,Democrat,221270,1012,218.646245059289
2020-04-19,California,Yolo County,-55,,7,-35,-32,12,137,8,11,0,Democrat,221270,1012,218.646245059289
2020-04-20,California,Yolo County,-53,-22,-14,-41,-51,21,137,9,0,1,Democrat,221270,1012,218.646245059289
2020-04-21,California,Yolo County,-52,-14,18,-38,-52,21,142,10,5,1,Democrat,221270,1012,218.646245059289
2020-04-22,California,Yolo County,-52,-13,5,-39,-51,21,146,10,4,0,Democrat,221270,1012,218.646245059289
2020-04-23,California,Yolo County,-53,-11,0,-38,-52,21,151,12,5,2,Democrat,221270,1012,218.646245059289
2020-04-24,California,Yolo County,-54,-14,5,-37,-49,22,157,13,6,1,Democrat,221270,1012,218.646245059289
2020-04-25,California,Yolo County,-54,-8,-7,-30,-32,13,157,13,0,0,Democrat,221270,1012,218.646245059289
2020-04-26,California,Yolo County,-53,,15,-31,-31,11,161,13,4,0,Democrat,221270,1012,218.646245059289
2020-04-27,California,Yolo County,-52,-14,-4,-37,-50,20,161,14,0,1,Democrat,221270,1012,218.646245059289
2020-04-28,California,Yolo County,-50,-14,8,-36,-52,11,162,16,1,2,Democrat,221270,1012,218.646245059289
2020-04-29,California,Yolo County,-48,-14,-2,-40,-52,20,163,16,1,0,Democrat,221270,1012,218.646245059289
2020-04-30,California,Yolo County,-46,-12,4,-36,-51,19,164,16,1,0,Democrat,221270,1012,218.646245059289
2020-05-01,California,Yolo County,-46,-8,11,-38,-48,21,169,16,5,0,Democrat,221270,1012,218.646245059289
2020-05-02,California,Yolo County,-46,-4,0,-30,-28,12,169,16,0,0,Democrat,221270,1012,218.646245059289
2020-05-03,California,Yolo County,-44,,25,-22,-29,10,171,17,2,1,Democrat,221270,1012,218.646245059289
2020-05-04,California,Yolo County,-43,-11,4,-32,-47,18,171,19,0,2,Democrat,221270,1012,218.646245059289
2020-05-05,California,Yolo County,-42,-4,22,-34,-50,19,171,19,0,0,Democrat,221270,1012,218.646245059289
2020-05-06,California,Yolo County,-44,-10,9,-37,-49,20,172,20,1,1,Democrat,221270,1012,218.646245059289
2020-05-07,California,Yolo County,-46,-9,7,-36,-49,19,172,20,0,0,Democrat,221270,1012,218.646245059289
2020-02-15,California,Yuba County,10,-1,45,,1,0,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-16,California,Yuba County,16,3,61,,-3,-2,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-17,California,Yuba County,-9,-9,,-17,-41,8,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-18,California,Yuba County,2,-6,,16,1,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-19,California,Yuba County,1,0,19,14,0,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-20,California,Yuba County,1,3,20,12,1,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-21,California,Yuba County,5,2,16,15,-1,0,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-22,California,Yuba County,25,5,88,,1,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-23,California,Yuba County,20,4,53,,-2,0,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-24,California,Yuba County,4,-1,22,,1,0,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-25,California,Yuba County,3,0,,18,4,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-26,California,Yuba County,15,0,21,18,2,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-27,California,Yuba County,12,8,46,13,1,-2,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-28,California,Yuba County,13,7,21,11,2,-2,0,0,0,0,Republican,74727,630,118.614285714286
2020-02-29,California,Yuba County,15,7,36,,4,-2,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-01,California,Yuba County,18,8,32,,-1,-2,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-02,California,Yuba County,13,2,,,2,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-03,California,Yuba County,20,17,,14,4,-3,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-04,California,Yuba County,15,12,38,4,0,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-05,California,Yuba County,13,12,,12,2,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-06,California,Yuba County,8,8,17,-7,1,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-07,California,Yuba County,10,0,-12,,-2,1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-08,California,Yuba County,12,3,19,,-1,0,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-09,California,Yuba County,5,7,,,0,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-10,California,Yuba County,7,9,,8,2,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-11,California,Yuba County,8,8,36,2,-1,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-12,California,Yuba County,5,16,41,6,0,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-13,California,Yuba County,4,24,22,-9,-1,-1,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-14,California,Yuba County,0,22,-19,-24,-5,3,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-15,California,Yuba County,-11,16,-22,,-10,3,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-16,California,Yuba County,-7,30,-6,-6,-19,7,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-17,California,Yuba County,-13,22,12,-12,-22,8,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-18,California,Yuba County,-13,20,-2,-10,-28,11,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-19,California,Yuba County,-16,27,24,-13,-27,10,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-20,California,Yuba County,-29,8,19,-31,-35,15,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-21,California,Yuba County,-26,1,40,,-24,9,0,0,0,0,Republican,74727,630,118.614285714286
2020-03-22,California,Yuba County,-32,-4,49,,-31,,2,0,2,0,Republican,74727,630,118.614285714286
2020-03-23,California,Yuba County,-34,-13,8,-30,-39,15,3,0,1,0,Republican,74727,630,118.614285714286
2020-03-24,California,Yuba County,-34,-10,-6,-29,-41,16,3,0,0,0,Republican,74727,630,118.614285714286
2020-03-25,California,Yuba County,-34,-13,11,-29,-41,16,0,0,-3,0,Republican,74727,630,118.614285714286
2020-03-26,California,Yuba County,-32,-7,28,-25,-42,16,3,0,3,0,Republican,74727,630,118.614285714286
2020-03-27,California,Yuba County,-32,-12,11,-37,-40,17,3,0,0,0,Republican,74727,630,118.614285714286
2020-03-28,California,Yuba County,-33,-13,-10,-34,-29,13,3,0,0,0,Republican,74727,630,118.614285714286
2020-03-29,California,Yuba County,-34,-12,24,,-38,,3,0,0,0,Republican,74727,630,118.614285714286
2020-03-30,California,Yuba County,-31,-11,14,-17,-43,15,4,0,1,0,Republican,74727,630,118.614285714286
2020-03-31,California,Yuba County,-27,-8,,-31,-43,15,6,0,2,0,Republican,74727,630,118.614285714286
2020-04-01,California,Yuba County,-19,-5,42,-20,-43,14,7,0,1,0,Republican,74727,630,118.614285714286
2020-04-02,California,Yuba County,-20,1,37,-25,-44,15,8,0,1,0,Republican,74727,630,118.614285714286
2020-04-03,California,Yuba County,-21,2,17,-24,-43,16,8,0,0,0,Republican,74727,630,118.614285714286
2020-04-04,California,Yuba County,-34,-10,-36,-37,-34,14,9,0,1,0,Republican,74727,630,118.614285714286
2020-04-05,California,Yuba County,-41,-15,-37,,-41,,9,0,0,0,Republican,74727,630,118.614285714286
2020-04-06,California,Yuba County,-28,-3,16,-17,-44,15,11,0,2,0,Republican,74727,630,118.614285714286
2020-04-07,California,Yuba County,-27,-6,,-24,-43,15,11,0,0,0,Republican,74727,630,118.614285714286
2020-04-08,California,Yuba County,-29,-9,23,-24,-45,16,13,0,2,0,Republican,74727,630,118.614285714286
2020-04-09,California,Yuba County,-31,-1,9,-31,-44,16,15,0,2,0,Republican,74727,630,118.614285714286
2020-04-10,California,Yuba County,-29,-5,16,-26,-45,18,15,0,0,0,Republican,74727,630,118.614285714286
2020-04-11,California,Yuba County,-25,9,37,,-30,11,15,1,0,1,Republican,74727,630,118.614285714286
2020-04-12,California,Yuba County,-39,-13,34,,-39,,15,1,0,0,Republican,74727,630,118.614285714286
2020-04-13,California,Yuba County,-25,-6,,-18,-39,14,15,1,0,0,Republican,74727,630,118.614285714286
2020-04-14,California,Yuba County,-22,-6,,-14,-40,14,15,1,0,0,Republican,74727,630,118.614285714286
2020-04-15,California,Yuba County,-16,-2,38,-10,-41,14,15,1,0,0,Republican,74727,630,118.614285714286
2020-04-16,California,Yuba County,-20,1,26,-23,-41,14,15,1,0,0,Republican,74727,630,118.614285714286
2020-04-17,California,Yuba County,-27,-4,8,-20,-39,16,15,1,0,0,Republican,74727,630,118.614285714286
2020-04-18,California,Yuba County,-26,4,38,,-29,10,15,1,0,0,Republican,74727,630,118.614285714286
2020-04-19,California,Yuba County,-20,1,47,,-34,,16,1,1,0,Republican,74727,630,118.614285714286
2020-04-20,California,Yuba County,-21,-7,17,-10,-40,14,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-21,California,Yuba County,-21,-2,,-22,-39,13,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-22,California,Yuba County,-23,-3,41,-12,-42,14,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-23,California,Yuba County,-24,3,36,-19,-41,14,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-24,California,Yuba County,-23,-2,29,-14,-39,15,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-25,California,Yuba County,-24,11,61,,-28,9,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-26,California,Yuba County,-23,7,64,,-33,,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-27,California,Yuba County,-17,0,34,-13,-39,13,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-28,California,Yuba County,-12,2,,-17,-38,5,16,1,0,0,Republican,74727,630,118.614285714286
2020-04-29,California,Yuba County,-14,1,53,-16,-41,13,17,1,1,0,Republican,74727,630,118.614285714286
2020-04-30,California,Yuba County,-16,8,54,-28,-39,13,18,1,1,0,Republican,74727,630,118.614285714286
2020-05-01,California,Yuba County,-16,12,55,-5,-38,14,19,1,1,0,Republican,74727,630,118.614285714286
2020-05-02,California,Yuba County,-9,12,95,,-26,7,19,1,0,0,Republican,74727,630,118.614285714286
2020-05-03,California,Yuba County,-10,13,,,-26,5,19,1,0,0,Republican,74727,630,118.614285714286
2020-05-04,California,Yuba County,-8,5,,-7,-34,10,19,1,0,0,Republican,74727,630,118.614285714286
2020-05-05,California,Yuba County,-4,15,,-11,-36,10,19,1,0,0,Republican,74727,630,118.614285714286
2020-05-06,California,Yuba County,-11,4,,-6,-36,12,19,1,0,0,Republican,74727,630,118.614285714286
2020-05-07,California,Yuba County,-12,15,,-2,-36,11,19,1,0,0,Republican,74727,630,118.614285714286
2020-01-22,,Alameda County,,,,,,,0,0,,,Democrat,1660202,738,2249.59620596206
2020-01-22,,Alpine County,,,,,,,0,0,,,Democrat,1154,739,1.56156968876861
2020-01-22,,Amador County,,,,,,,0,0,,,Republican,38094,606,62.8613861386139
2020-01-22,,Butte County,,,,,,,0,0,,,Neutral,227621,1640,138.793292682927
2020-01-22,,Calaveras County,,,,,,,0,0,,,Republican,45157,1020,44.271568627451
2020-01-22,,Colusa County,,,,,,,0,0,,,Republican,22098,1151,19.1989574283232
2020-01-22,,Contra Costa County,,,,,,,0,0,,,Democrat,1149363,720,1596.3375
2020-01-22,,Del Norte County,,,,,,,0,0,,,Neutral,27221,1008,27.0049603174603
2020-01-22,,El Dorado County,,,,,,,0,0,,,Republican,188399,1712,110.046144859813
2020-01-22,,Fresno County,,,,,,,0,0,,,Neutral,1007229,5963,168.913130974342
2020-01-22,,Glenn County,,,,,,,0,0,,,Republican,28795,1315,21.8973384030418
2020-01-22,,Humboldt County,,,,,,,0,0,,,Democrat,136002,3573,38.063811922754
2020-01-22,,Imperial County,,,,,,,0,0,,,Democrat,190624,4175,45.6584431137725
2020-01-22,,Inyo County,,,,,,,0,,,,Neutral,18577,10192,1.82270408163265
2020-01-22,,Kern County,,,,,,,0,0,,,Neutral,905801,8142,111.250429869811
2020-01-22,,Kings County,,,,,,,0,0,,,Neutral,151662,1390,109.109352517986
2020-01-22,,Lake County,,,,,,,0,0,,,Democrat,65081,1258,51.7337042925278
2020-01-22,,Lassen County,,,,,,,0,,,,Republican,30911,4558,6.78170250109697
2020-01-22,,Los Angeles County,,,,,,,0,0,,,Democrat,10283729,4060,2532.9381773399
2020-01-22,,Madera County,,,,,,,0,,,,Neutral,158894,2138,74.3189897100093
2020-01-22,,Marin County,,,,,,,0,0,,,Democrat,263886,520,507.473076923077
2020-01-22,,Mariposa County,,,,,,,0,0,,,Republican,18129,1451,12.4941419710544
2020-01-22,,Mendocino County,,,,,,,0,0,,,Democrat,89299,3509,25.4485608435452
2020-01-22,,Merced County,,,,,,,0,0,,,Democrat,279977,1929,145.141005702437
2020-01-22,,Modoc County,,,,,,,0,0,,,Republican,9612,3944,2.43711967545639
2020-01-22,,Mono County,,,,,,,0,0,,,Neutral,13822,3044,4.5407358738502
2020-01-22,,Monterey County,,,,,,,0,0,,,Democrat,443281,3322,133.437989163155
2020-01-22,,Napa County,,,,,,,0,0,,,Democrat,141294,754,187.392572944297
2020-01-22,,Nevada County,,,,,,,0,0,,,Neutral,99155,958,103.502087682672
2020-01-22,,Orange County,,,,,,,0,,,,Neutral,3284468,948,3464.62869198312
2020-01-22,,Placer County,,,,,,,0,0,,,Republican,389532,1407,276.852878464819
2020-01-22,,Plumas County,,,,,,,0,0,,,Republican,19773,2554,7.74197337509789
2020-01-22,,Riverside County,,,,,,,0,0,,,Neutral,2415955,7208,335.176886792453
2020-01-22,,Sacramento County,,,,,,,0,0,,,Democrat,1529501,966,1583.33436853002
2020-01-22,,San Benito County,,,,,,,0,0,,,Democrat,57088,1389,41.1000719942405
2020-01-22,,San Bernardino County,,,,,,,0,0,,,Democrat,2174938,20062,108.410826438042
2020-01-22,,San Diego County,,,,,,,0,0,,,Neutral,3337456,4204,793.876308277831
2020-01-22,,San Francisco County,,,,,,,0,0,,,Democrat,,,
2020-01-22,,San Joaquin County,,,,,,,0,0,,,Democrat,758744,1399,542.347390993567
2020-01-22,,San Luis Obispo County,,,,,,,0,0,,,Neutral,280101,3304,84.7763317191283
2020-01-22,,San Mateo County,,,,,,,0,,,,Democrat,774155,449,1724.17594654788
2020-01-22,,Santa Barbara County,,,,,,,0,0,,,Democrat,453457,2738,165.616143170197
2020-01-22,,Santa Clara County,,,,,,,0,0,,,Democrat,1956598,1291,1515.56777691712
2020-01-22,,Santa Cruz County,,,,,,,0,0,,,Democrat,276864,446,620.77130044843
2020-01-22,,Shasta County,,,,,,,0,0,,,Republican,178271,3786,47.0868991019546
2020-01-22,,Sierra County,,,,,,,0,,,,Republican,3207,953,3.36516264428122
2020-01-22,,Siskiyou County,,,,,,,0,0,,,Neutral,44612,6287,7.09591219977732
2020-01-22,,Solano County,,,,,,,0,0,,,Democrat,439793,828,531.150966183575
2020-01-22,,Sonoma County,,,,,,,0,0,,,Democrat,503332,1576,319.373096446701
2020-01-22,,Stanislaus County,,,,,,,0,0,,,Neutral,555624,1495,371.654849498328
2020-01-22,,Sutter County,,,,,,,0,0,,,Republican,97238,603,161.257048092869
2020-01-22,,Tehama County,,,,,,,0,0,,,Republican,64039,2951,21.7007793968146
2020-01-22,,Trinity County,,,,,,,0,,,,Neutral,13635,3179,4.28908461780434
2020-01-22,,Tulare County,,,,,,,0,0,,,Neutral,475834,4824,98.6388888888889
2020-01-22,,Tuolumne County,,,,,,,0,0,,,Republican,54740,2236,24.4812164579606
2020-01-22,,Ventura County,,,,,,,0,0,,,Democrat,859073,1846,465.369989165764
2020-01-22,,Yolo County,,,,,,,0,0,,,Democrat,221270,1012,218.646245059289
2020-01-22,,Yuba County,,,,,,,0,0,,,Republican,74727,630,118.614285714286
2020-01-22,,Out of CA County,,,,,,,0,0,,,,,,
2020-01-22,,Unassigned County,,,,,,,0,0,,,,,,
2020-01-22,,Inyo County,,,,,,,,0,,,Neutral,18577,10192,1.82270408163265
2020-01-22,,Lassen County,,,,,,,,0,,,Republican,30911,4558,6.78170250109697
2020-01-22,,Madera County,,,,,,,,0,,,Neutral,158894,2138,74.3189897100093
2020-01-22,,Orange County,,,,,,,,0,,,Neutral,3284468,948,3464.62869198312
2020-01-22,,San Mateo County,,,,,,,,0,,,Democrat,774155,449,1724.17594654788
2020-01-22,,Sierra County,,,,,,,,0,,,Republican,3207,953,3.36516264428122
2020-01-22,,Trinity County,,,,,,,,0,,,Neutral,13635,3179,4.28908461780434
2020-01-23,,Alameda County,,,,,,,0,0,0,0,Democrat,1660202,738,2249.59620596206
2020-01-23,,Alpine County,,,,,,,0,0,0,0,Democrat,1154,739,1.56156968876861
2020-01-23,,Amador County,,,,,,,0,0,0,0,Republican,38094,606,62.8613861386139
2020-01-23,,Butte County,,,,,,,0,0,0,0,Neutral,227621,1640,138.793292682927
2020-01-23,,Calaveras County,,,,,,,0,0,0,0,Republican,45157,1020,44.271568627451
2020-01-23,,Colusa County,,,,,,,0,0,0,0,Republican,22098,1151,19.1989574283232
2020-01-23,,Contra Costa County,,,,,,,0,0,0,0,Democrat,1149363,720,1596.3375
2020-01-23,,Del Norte County,,,,,,,0,0,0,0,Neutral,27221,1008,27.0049603174603
2020-01-23,,El Dorado County,,,,,,,0,0,0,0,Republican,188399,1712,110.046144859813
2020-01-23,,Fresno County,,,,,,,0,0,0,0,Neutral,1007229,5963,168.913130974342
2020-01-23,,Glenn County,,,,,,,0,0,0,0,Republican,28795,1315,21.8973384030418
2020-01-23,,Humboldt County,,,,,,,0,0,0,0,Democrat,136002,3573,38.063811922754
2020-01-23,,Imperial County,,,,,,,0,0,0,0,Democrat,190624,4175,45.6584431137725
2020-01-23,,Inyo County,,,,,,,0,,,,Neutral,18577,10192,1.82270408163265
2020-01-23,,Kern County,,,,,,,0,0,0,0,Neutral,905801,8142,111.250429869811
2020-01-23,,Kings County,,,,,,,0,0,0,0,Neutral,151662,1390,109.109352517986
2020-01-23,,Lake County,,,,,,,0,0,0,0,Democrat,65081,1258,51.7337042925278
2020-01-23,,Lassen County,,,,,,,0,,,,Republican,30911,4558,6.78170250109697
2020-01-23,,Los Angeles County,,,,,,,0,0,0,0,Democrat,10283729,4060,2532.9381773399
2020-01-23,,Madera County,,,,,,,0,,,,Neutral,158894,2138,74.3189897100093
2020-01-23,,Marin County,,,,,,,0,0,0,0,Democrat,263886,520,507.473076923077
2020-01-23,,Mariposa County,,,,,,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-01-23,,Mendocino County,,,,,,,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-01-23,,Merced County,,,,,,,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-01-23,,Modoc County,,,,,,,0,0,0,0,Republican,9612,3944,2.43711967545639
2020-01-23,,Mono County,,,,,,,0,0,0,0,Neutral,13822,3044,4.5407358738502
2020-01-23,,Monterey County,,,,,,,0,0,0,0,Democrat,443281,3322,133.437989163155
2020-01-23,,Napa County,,,,,,,0,0,0,0,Democrat,141294,754,187.392572944297
2020-01-23,,Nevada County,,,,,,,0,0,0,0,Neutral,99155,958,103.502087682672
2020-01-23,,Orange County,,,,,,,0,,,,Neutral,3284468,948,3464.62869198312
2020-01-23,,Placer County,,,,,,,0,0,0,0,Republican,389532,1407,276.852878464819
2020-01-23,,Plumas County,,,,,,,0,0,0,0,Republican,19773,2554,7.74197337509789
2020-01-23,,Riverside County,,,,,,,0,0,0,0,Neutral,2415955,7208,335.176886792453
2020-01-23,,Sacramento County,,,,,,,0,0,0,0,Democrat,1529501,966,1583.33436853002
2020-01-23,,San Benito County,,,,,,,0,0,0,0,Democrat,57088,1389,41.1000719942405
2020-01-23,,San Bernardino County,,,,,,,0,0,0,0,Democrat,2174938,20062,108.410826438042
2020-01-23,,San Diego County,,,,,,,0,0,0,0,Neutral,3337456,4204,793.876308277831
2020-01-23,,San Francisco County,,,,,,,0,0,0,0,Democrat,,,
2020-01-23,,San Joaquin County,,,,,,,0,0,0,0,Democrat,758744,1399,542.347390993567
2020-01-23,,San Luis Obispo County,,,,,,,0,0,0,0,Neutral,280101,3304,84.7763317191283
2020-01-23,,San Mateo County,,,,,,,0,,,,Democrat,774155,449,1724.17594654788
2020-01-23,,Santa Barbara County,,,,,,,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-01-23,,Santa Clara County,,,,,,,0,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-01-23,,Santa Cruz County,,,,,,,0,0,0,0,Democrat,276864,446,620.77130044843
2020-01-23,,Shasta County,,,,,,,0,0,0,0,Republican,178271,3786,47.0868991019546
2020-01-23,,Sierra County,,,,,,,0,,,,Republican,3207,953,3.36516264428122
2020-01-23,,Siskiyou County,,,,,,,0,0,0,0,Neutral,44612,6287,7.09591219977732
2020-01-23,,Solano County,,,,,,,0,0,0,0,Democrat,439793,828,531.150966183575
2020-01-23,,Sonoma County,,,,,,,0,0,0,0,Democrat,503332,1576,319.373096446701
